"@_fa"	"prism:url"	"dc:identifier"	"eid"	"dc:title"	"dc:creator"	"prism:publicationName"	"prism:issn"	"prism:eIssn"	"prism:pageRange"	"prism:coverDate"	"prism:coverDisplayDate"	"prism:doi"	"citedby-count"	"prism:aggregationType"	"subtype"	"subtypeDescription"	"source-id"	"openaccess"	"openaccessFlag"	"entry_number"	"prism:volume"	"prism:issueIdentifier"	"article-number"	"pubmed-id"	"pii"	"error"
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85053609795"	"SCOPUS_ID:85053609795"	"2-s2.0-85053609795"	"A social-ecological system framework to assess biological invasions: Corbicula fluminea in Galicia (NW Iberian Peninsula)"	"Ferreira-Rodríguez N."	"Biological Invasions"	"13873547"	"15731464"	"587-602"	"2019-02-15"	"15 February 2019"	"10.1007/s10530-018-1846-5"	"2"	"Journal"	"ar"	"Article"	"13257"	"0"	"FALSE"	"174"	"21"	"2"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84880352462"	"SCOPUS_ID:84880352462"	"2-s2.0-84880352462"	"Characterization of circulation patterns in Montevideo Bay (Uruguay)"	"Santoro P."	"Journal of Coastal Research"	"07490208"	"15515036"	"819-835"	"2013-07-01"	"July 2013"	"10.2112/JCOASTRES-D-11-00174.1"	"3"	"Journal"	"ar"	"Article"	"27374"	"0"	"FALSE"	"175"	"29"	"4"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84864656693"	"SCOPUS_ID:84864656693"	"2-s2.0-84864656693"	"Precedents and possibilities for improved social participation in Guarani Aquifer management policy"	"Lindsay-Herrera F."	"Boletin Geologico y Minero"	"03660176"	"22536167"	"341-352"	"2012-07-01"	"July 2012"	NA	"0"	"Journal"	"ar"	"Article"	"25100"	"0"	"FALSE"	"176"	"123"	"3"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/77950918538"	"SCOPUS_ID:77950918538"	"2-s2.0-77950918538"	"\"pedogeriatrics\": A pediatric nephrologist's outlook on common challenges facing pediatric and geriatric nephrologists"	"Grünberg J."	"International Urology and Nephrology"	"03011623"	NA	"253-257"	"2010-03-01"	"March 2010"	"10.1007/s11255-009-9593-2"	"0"	"Journal"	"re"	"Review"	"19946"	"0"	"FALSE"	"177"	"42"	"1"	NA	"19517264"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/0032412610"	"SCOPUS_ID:0032412610"	"2-s2.0-0032412610"	"Latin American and Caribbean hydrological cycle and water resources activities information system (LACHYCIS)"	"Fernandez-Jauregui C."	"IAHS-AISH Publication"	"01447815"	NA	"205-211"	"1998-12-01"	"1998"	NA	"0"	"Journal"	"ar"	"Article"	"29490"	"0"	"FALSE"	"178"	NA	"253"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84889063342"	"SCOPUS_ID:84889063342"	"2-s2.0-84889063342"	"Aurora Tropical: Integrating the use of biostimulants in sustainable horticulture, the case for fruit extracts and chitosan in pepper seedling production"	"Ramirez-Guerrero H."	"Acta Horticulturae"	"05677572"	NA	"101-104"	"2012-10-20"	"20 October 2012"	NA	"0"	"Book Series"	"cp"	"Conference Paper"	"26209"	"0"	"FALSE"	"179"	"1009"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/80051579327"	"SCOPUS_ID:80051579327"	"2-s2.0-80051579327"	"Nanoscience and nanotechnology in Venezuela"	"López Cadenas M."	"Journal of Nanoparticle Research"	"13880764"	"1572896X"	"3101-3106"	"2011-08-01"	"August 2011"	"10.1007/s11051-011-0434-8"	"2"	"Journal"	"ar"	"Article"	"28545"	"0"	"FALSE"	"180"	"13"	"8"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84885576043"	"SCOPUS_ID:84885576043"	"2-s2.0-84885576043"	"Water buffaloes in Venezuela"	"Reggeti G. J."	"Italian Journal of Animal Science"	"15944077"	NA	"155-161"	"2007-12-01"	"2007"	"10.4081/ijas.2007.s2.155"	"1"	"Journal"	"ar"	"Article"	"4000151701"	"1"	"TRUE"	"181"	"6"	"SUPPL. 2"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/33846840999"	"SCOPUS_ID:33846840999"	"2-s2.0-33846840999"	"Malaria vector control and personal protection"	"Coetzee M."	"World Health Organization - Technical Report Series"	"05123054"	NA	NA	"2005-12-01"	"2005"	NA	"0"	"Book Series"	"re"	"Review"	"20840"	"0"	"FALSE"	"182"	NA	"936"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/20444419039"	"SCOPUS_ID:20444419039"	"2-s2.0-20444419039"	"The Buen Pastor cemetery in Trujillo, Venezuela: Measuring dengue vector output from a public area"	"Abe M."	"Tropical Medicine and International Health"	"13602276"	NA	"597-603"	"2005-01-01"	"June 2005"	"10.1111/j.1365-3156.2005.01428.x"	"12"	"Journal"	"ar"	"Article"	"23122"	"0"	"FALSE"	"183"	"10"	"6"	NA	"15941424"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/0033663870"	"SCOPUS_ID:0033663870"	"2-s2.0-0033663870"	"The Bahamas"	"Buchan K."	"Seas at the millennium - an environmental evaluation - Volume 1"	NA	NA	"415-433"	"2000-01-01"	"2000"	NA	"0"	"Book"	"ar"	"Article"	"72811"	"0"	"FALSE"	"184"	NA	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/0033634775"	"SCOPUS_ID:0033634775"	"2-s2.0-0033634775"	"The Bahamas"	"Buchan K."	"Marine Pollution Bulletin"	"0025326X"	NA	"94-111"	"2000-01-01"	"2000"	"10.1016/S0025-326X(00)00104-1"	"42"	"Journal"	"sh"	"Short Survey"	"24024"	"0"	"FALSE"	"185"	"41"	"1-6"	NA	NA	"S0025326X00001041"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/79952168219"	"SCOPUS_ID:79952168219"	"2-s2.0-79952168219"	"Managing water as a socio-technical system: The shift from 'experts' to 'alliances'"	"Newman R."	"Proceedings of the Institution of Civil Engineers: Engineering Sustainability"	"14784629"	"17517680"	"95-102"	"2011-03-01"	"1 March 2011"	"10.1680/ensu.1000032"	"21"	"Journal"	"cp"	"Conference Paper"	"144700"	"0"	"FALSE"	"186"	"164"	"1"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/0032123426"	"SCOPUS_ID:0032123426"	"2-s2.0-0032123426"	"Introducing fishery management planning to Barbados"	"McConney P."	"Ocean and Coastal Management"	"09645691"	NA	"189-195"	"1998-07-01"	"July 1998"	"10.1016/S0964-5691(98)00027-1"	"9"	"Journal"	"ar"	"Article"	"28333"	"0"	"FALSE"	"187"	"39"	"3"	NA	NA	"S0964569198000271"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85047438278"	"SCOPUS_ID:85047438278"	"2-s2.0-85047438278"	"The 2009–2016 Belize sea cucumber fishery: Resource use patterns, management strategies and socioeconomic impacts"	"Rogers A."	"Regional Studies in Marine Science"	NA	"23524855"	"9-20"	"2018-07-01"	"July 2018"	"10.1016/j.rsma.2018.05.003"	"2"	"Journal"	"ar"	"Article"	"21100390177"	"0"	"FALSE"	"188"	"22"	NA	NA	NA	"S2352485517303225"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85070703311"	"SCOPUS_ID:85070703311"	"2-s2.0-85070703311"	"Emergy-based valuation of agriculture ecosystem services and dis-services"	"Shah S."	"Journal of Cleaner Production"	"09596526"	NA	NA	"2019-12-01"	"1 December 2019"	"10.1016/j.jclepro.2019.118019"	"0"	"Journal"	"ar"	"Article"	"19167"	"0"	"FALSE"	"189"	"239"	NA	"118019"	NA	"S0959652619328896"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85069002392"	"SCOPUS_ID:85069002392"	"2-s2.0-85069002392"	"Correction to: Science and education across cultures: another look at the Negev Bedouins and their environmental management practices (Cultural Studies of Science Education, (2014), 9, 4, (977-991), 10.1007/s11422-014-9577-0)"	"Saito C."	"Cultural Studies of Science Education"	"18711502"	"18711510"	"797"	"2019-09-15"	"15 September 2019"	"10.1007/s11422-019-09953-8"	"0"	"Journal"	"er"	"Erratum"	"4700152624"	"1"	"TRUE"	"190"	"14"	"3"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85056837959"	"SCOPUS_ID:85056837959"	"2-s2.0-85056837959"	"Student monitoring of the ecological quality of neotropical urban streams"	"França J."	"Ambio"	"00447447"	"16547209"	"867-878"	"2019-08-15"	"15 August 2019"	"10.1007/s13280-018-1122-z"	"0"	"Journal"	"ar"	"Article"	"22704"	"0"	"FALSE"	"191"	"48"	"8"	NA	"30448993"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85048059377"	"SCOPUS_ID:85048059377"	"2-s2.0-85048059377"	"Proposal of methodology for spatial analysis applied to human development index in water basins"	"Sales J."	"GeoJournal"	"03432521"	"15729893"	"813-828"	"2019-06-15"	"15 June 2019"	"10.1007/s10708-018-9894-z"	"0"	"Journal"	"ar"	"Article"	"28772"	"0"	"FALSE"	"192"	"84"	"3"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85059333311"	"SCOPUS_ID:85059333311"	"2-s2.0-85059333311"	"Sustainability assessment of the service operations at seven higher education institutions in Brazil"	"Drahein A."	"Journal of Cleaner Production"	"09596526"	NA	"527-536"	"2019-03-01"	"1 March 2019"	"10.1016/j.jclepro.2018.11.293"	"3"	"Journal"	"ar"	"Article"	"19167"	"0"	"FALSE"	"193"	"212"	NA	NA	NA	"S0959652618336965"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85060880487"	"SCOPUS_ID:85060880487"	"2-s2.0-85060880487"	"Having a toilet is not enough: The limitations in fulfilling the human rights to water and sanitation in a municipal school in Bahia, Brazil"	"Coswosk É."	"BMC Public Health"	NA	"14712458"	NA	"2019-01-31"	"31 January 2019"	"10.1186/s12889-019-6469-y"	"0"	"Journal"	"ar"	"Article"	"19621"	"1"	"TRUE"	"194"	"19"	"1"	"137"	"30704435"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85071419175"	"SCOPUS_ID:85071419175"	"2-s2.0-85071419175"	"University campuses as town-like institutions: promoting sustainable development in cities using the water-sensitive urban design approach"	"Rabêlo V."	"World Sustainability Series"	"21997373"	"21997381"	"497-511"	"2019-01-01"	"2019"	"10.1007/978-3-030-15864-4_29"	"0"	"Book Series"	"ch"	"Chapter"	"21100925886"	"0"	"FALSE"	"195"	NA	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85071447193"	"SCOPUS_ID:85071447193"	"2-s2.0-85071447193"	"UNIFAAT solid waste management plan: Education and environmental perception"	"Vernalha E."	"World Sustainability Series"	"21997373"	"21997381"	"533-548"	"2019-01-01"	"2019"	"10.1007/978-3-030-15864-4_32"	"0"	"Book Series"	"ch"	"Chapter"	"21100925886"	"0"	"FALSE"	"196"	NA	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85061112870"	"SCOPUS_ID:85061112870"	"2-s2.0-85061112870"	"Bolsa família programme and the reduction of child mortality in the municipalities of the Brazilian semiarid region"	"da Silva E."	"Ciencia e Saude Coletiva"	"14138123"	"16784561"	"623-630"	"2019-01-01"	"2019"	"10.1590/1413-81232018242.04782017"	"0"	"Journal"	"ar"	"Article"	"4700151729"	"1"	"TRUE"	"197"	"24"	"2"	NA	"30726394"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85069773436"	"SCOPUS_ID:85069773436"	"2-s2.0-85069773436"	"University extension and informal education: Useful tools for bottom-up ocean and coastal literacy of primary school children in Brazil"	"Stefanelli-Silva G."	"Frontiers in Marine Science"	NA	"22967745"	NA	"2019-01-01"	"2019"	"10.3389/fmars.2019.00389"	"0"	"Journal"	"ar"	"Article"	"21100790929"	"1"	"TRUE"	"198"	"6"	"JUL"	"389"	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85065150328"	"SCOPUS_ID:85065150328"	"2-s2.0-85065150328"	"Urotherapy in the treatment of children and adolescents with bladder and bowel dysfunction: a systematic review"	"Assis G."	"Jornal de Pediatria"	"00217557"	NA	NA	"2019-01-01"	"2019"	"10.1016/j.jped.2019.02.007"	"0"	"Journal"	"re"	"Review"	"15096"	"1"	"TRUE"	"199"	NA	NA	NA	"31009619"	"S0021755719300610"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85064386707"	"SCOPUS_ID:85064386707"	"2-s2.0-85064386707"	"Environmental education in water resources management based on environmental licensing model"	"Chacon-Pereira A."	"Desenvolvimento e Meio Ambiente"	"1518952X"	"21769109"	"36-59"	"2018-12-01"	"December 2018"	"10.5380/dma.v49i0.57747"	"0"	"Journal"	"ar"	"Article"	"21100872774"	"1"	"TRUE"	"200"	"49"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85056390470"	"SCOPUS_ID:85056390470"	"2-s2.0-85056390470"	"Hydrological guidelines for reservoir operation to enhance water governance: Application to the Brazilian Semiarid region"	"de Araújo J."	"Water (Switzerland)"	NA	"20734441"	NA	"2018-11-12"	"12 November 2018"	"10.3390/w10111628"	"1"	"Journal"	"ar"	"Article"	"21100255400"	"1"	"TRUE"	"201"	"10"	"11"	"1628"	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85043506613"	"SCOPUS_ID:85043506613"	"2-s2.0-85043506613"	"Combining local fishers’ and scientific ecological knowledge: Implications for comanagement"	"Medeiros M."	"Ocean and Coastal Management"	"09645691"	NA	"1-10"	"2018-05-15"	"15 May 2018"	"10.1016/j.ocecoaman.2018.03.014"	"1"	"Journal"	"ar"	"Article"	"28333"	"0"	"FALSE"	"202"	"158"	NA	NA	NA	"S0964569117300820"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85051377486"	"SCOPUS_ID:85051377486"	"2-s2.0-85051377486"	"Determining Shoreline Response to Meteo-oceanographic Events Using Remote Sensing and Unmanned Aerial Vehicle (UAV): Case Study in Southern Brazil"	"Albuquerque M."	"Journal of Coastal Research"	"07490208"	"15515036"	"766-770"	"2018-05-01"	"1 May 2018"	"10.2112/SI85-154.1"	"1"	"Journal"	"cp"	"Conference Paper"	"27374"	"0"	"FALSE"	"203"	"85"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85048618577"	"SCOPUS_ID:85048618577"	"2-s2.0-85048618577"	"Achieving the sustainable development goal 06 in Brazil: The universal access to sanitation as a possible mission"	"Dias C."	"Anais da Academia Brasileira de Ciencias"	"00013765"	"16782690"	"1337-1367"	"2018-04-01"	"April-June 2018"	"10.1590/0001-3765201820170590"	"0"	"Journal"	"ar"	"Article"	"18659"	"1"	"TRUE"	"204"	"90"	"2"	NA	"29668802"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85041616010"	"SCOPUS_ID:85041616010"	"2-s2.0-85041616010"	"Tooth injuries: Knowledge of parents of public school students from the city of Alfenas, Minas Gerais, Brazil"	"Cosme-Silva L."	"Dental Traumatology"	"16004469"	"16009657"	"93-99"	"2018-04-01"	"April 2018"	"10.1111/edt.12381"	"3"	"Journal"	"ar"	"Article"	"24958"	"0"	"FALSE"	"205"	"34"	"2"	NA	"29282852"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85043993349"	"SCOPUS_ID:85043993349"	"2-s2.0-85043993349"	"Management of dental caries among children: a look at the cost-effectiveness"	"Ladewig N."	"Expert Review of Pharmacoeconomics and Outcomes Research"	"14737167"	"17448379"	"127-134"	"2018-03-04"	"4 March 2018"	"10.1080/14737167.2018.1414602"	"0"	"Journal"	"re"	"Review"	"21371"	"0"	"FALSE"	"206"	"18"	"2"	NA	"29212394"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85040902814"	"SCOPUS_ID:85040902814"	"2-s2.0-85040902814"	"DNA Damage and Apoptotic Effects in Water Samples of a Brazilian River Protected by the HELP Program of UNESCO"	"Silveira M."	"Exposure and Health"	"24519766"	"24519685"	"1-6"	"2018-01-24"	"24 January 2018"	"10.1007/s12403-018-0271-4"	"0"	"Journal"	"undefined"	NA	"21100464956"	"0"	"FALSE"	"207"	NA	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85071552930"	"SCOPUS_ID:85071552930"	"2-s2.0-85071552930"	"Development and Implementation of the Sustainable Logistic Management Plan of the Federal University of ABC"	"Mondelli G."	"World Sustainability Series"	"21997373"	"21997381"	"825-840"	"2018-01-01"	"2018"	"10.1007/978-3-319-76885-4_54"	"0"	"Book Series"	"ch"	"Chapter"	"21100925886"	"0"	"FALSE"	"208"	NA	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85071546655"	"SCOPUS_ID:85071546655"	"2-s2.0-85071546655"	"UFSC Micro Basinâ€”A Preliminary Study: A Stream to Call It Ours"	"Laurenti A."	"World Sustainability Series"	"21997373"	"21997381"	"635-652"	"2018-01-01"	"2018"	"10.1007/978-3-319-76885-4_43"	"0"	"Book Series"	"ch"	"Chapter"	"21100925886"	"0"	"FALSE"	"209"	NA	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85071568218"	"SCOPUS_ID:85071568218"	"2-s2.0-85071568218"	"Public University Houses Community Garden to Promote Sustainability in SÃ£o Paulo"	"SalomÃ£o D."	"World Sustainability Series"	"21997373"	"21997381"	"561-575"	"2018-01-01"	"2018"	"10.1007/978-3-319-76885-4_38"	"0"	"Book Series"	"ch"	"Chapter"	"21100925886"	"0"	"FALSE"	"210"	NA	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85071725153"	"SCOPUS_ID:85071725153"	"2-s2.0-85071725153"	"Healthy People Living on a Healthy Planet—The Role of Education of Consciousness for Integration as an Instrument of Health Promotion"	"de Almeida R."	"World Sustainability Series"	"21997373"	"21997381"	"299-326"	"2018-01-01"	"2018"	"10.1007/978-3-319-69474-0_18"	"0"	"Book Series"	"ch"	"Chapter"	"21100925886"	"0"	"FALSE"	"211"	NA	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85057147022"	"SCOPUS_ID:85057147022"	"2-s2.0-85057147022"	"Assessment of environmental impact risks arising from the illegal dumping of construction waste in Brazil"	"da Paz D."	"Environment, Development and Sustainability"	"1387585X"	"15732975"	NA	"2018-01-01"	"2018"	"10.1007/s10668-018-0289-6"	"0"	"Journal"	"undefined"	NA	"20902"	"0"	"FALSE"	"212"	NA	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85059886517"	"SCOPUS_ID:85059886517"	"2-s2.0-85059886517"	"Environmental assessment in the cooperatives of recyclable materials in Brazil"	"De Souza G."	"Asia Life Sciences"	"01173375"	NA	"11-24"	"2018-01-01"	"2018"	NA	"0"	"Journal"	"ar"	"Article"	"20100195016"	"0"	"FALSE"	"213"	NA	"1"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85026742990"	"SCOPUS_ID:85026742990"	"2-s2.0-85026742990"	"Economic, human and environmental health benefits of replacing formaldehyde in the preservation of corpses"	"Rocha Ferreira J."	"Ecotoxicology and Environmental Safety"	"01476513"	"10902414"	"490-495"	"2017-11-01"	"November 2017"	"10.1016/j.ecoenv.2017.07.072"	"2"	"Journal"	"ar"	"Article"	"25076"	"0"	"FALSE"	"214"	"145"	NA	NA	"28783598"	"S0147651317304931"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85040456648"	"SCOPUS_ID:85040456648"	"2-s2.0-85040456648"	"Swine production and the environment. Review"	"Espíndola De Moraes R."	"Revista Electronica de Veterinaria"	NA	"16957504"	NA	"2017-10-01"	"October 2017"	NA	"0"	"Journal"	"ar"	"Article"	"19900193646"	"0"	"FALSE"	"215"	"18"	"10"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85021944145"	"SCOPUS_ID:85021944145"	"2-s2.0-85021944145"	"Additionality is in detail: Farmers' choices regarding payment for ecosystem services programs in the Atlantic forest, Brazil"	"Alarcon G."	"Journal of Rural Studies"	"07430167"	NA	"177-186"	"2017-08-01"	"August 2017"	"10.1016/j.jrurstud.2017.06.008"	"7"	"Journal"	"ar"	"Article"	"15673"	"0"	"FALSE"	"216"	"54"	NA	NA	NA	"S0743016717306058"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84986182626"	"SCOPUS_ID:84986182626"	"2-s2.0-84986182626"	"A decision support model to aid the management of crises in urban water supply systems (the UWC-MODEL)"	"da Silva W."	"Urban Water Journal"	"1573062X"	"17449006"	"612-620"	"2017-07-03"	"3 July 2017"	"10.1080/1573062X.2016.1223861"	"1"	"Journal"	"ar"	"Article"	"4500151528"	"0"	"FALSE"	"217"	"14"	"6"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85025581422"	"SCOPUS_ID:85025581422"	"2-s2.0-85025581422"	"Indicators to measure risk of disaster associated with drought: Implications for the health sector"	"Sena A."	"PLoS ONE"	NA	"19326203"	NA	"2017-07-01"	"July 2017"	"10.1371/journal.pone.0181394"	"3"	"Journal"	"ar"	"Article"	"10600153309"	"1"	"TRUE"	"218"	"12"	"7"	"e0181394"	"28742848"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85016408858"	"SCOPUS_ID:85016408858"	"2-s2.0-85016408858"	"Seroprevalence and risk factors for leptospirosis in cattle, sheep, and goats at consorted rearing from the State of Piauí, northeastern Brazil"	"Campos Â."	"Tropical Animal Health and Production"	"00494747"	"15737438"	"899-907"	"2017-06-01"	"1 June 2017"	"10.1007/s11250-017-1255-2"	"7"	"Journal"	"ar"	"Article"	"18937"	"0"	"FALSE"	"219"	"49"	"5"	NA	"28357645"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85023177372"	"SCOPUS_ID:85023177372"	"2-s2.0-85023177372"	"AquaGuardians: A tutorial-based education game for population engagement in water management"	"De Barros M."	"CSEDU 2017 - Proceedings of the 9th International Conference on Computer Supported Education"	NA	NA	"146-153"	"2017-01-01"	"2017"	NA	"2"	"Conference Proceeding"	"cp"	"Conference Paper"	"21100469401"	"0"	"FALSE"	"220"	"2"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85016280298"	"SCOPUS_ID:85016280298"	"2-s2.0-85016280298"	"Influence of Environmental Education in social and environmental awareness about water resources of public high school students"	"Cavalcante A."	"Espacios"	"07981015"	NA	NA	"2017-01-01"	"2017"	NA	"0"	"Journal"	"ar"	"Article"	"11200153556"	"0"	"FALSE"	"221"	"38"	"15"	"6"	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85014124117"	"SCOPUS_ID:85014124117"	"2-s2.0-85014124117"	"Impact and perspectives on water supply and sanitation network"	"Ponçano V."	"Periodico Tche Quimica"	"18060374"	"21790302"	"171-176"	"2017-01-01"	"2017"	NA	"0"	"Journal"	"ar"	"Article"	"21100197942"	"0"	"FALSE"	"222"	"14"	"27"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85003847542"	"SCOPUS_ID:85003847542"	"2-s2.0-85003847542"	"The influence of the intensity of use, rainfall and location in the amount of marine debris in four beaches in Niteroi, Brazil: Sossego, Camboinhas, Charitas and Flechas"	"Silva M."	"Marine Pollution Bulletin"	"0025326X"	"18793363"	"36-39"	"2016-12-15"	"15 December 2016"	"10.1016/j.marpolbul.2016.10.061"	"5"	"Journal"	"ar"	"Article"	"24024"	"0"	"FALSE"	"223"	"113"	"1-2"	NA	"27810094"	"S0025326X16308773"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84991738668"	"SCOPUS_ID:84991738668"	"2-s2.0-84991738668"	"Schistosoma mansoni infection and related knowledge among schoolchildren in an endemic area of Minas Gerais, Brazil, prior to educational actions"	"Cabello R."	"Acta Tropica"	"0001706X"	"18736254"	"208-215"	"2016-12-01"	"1 December 2016"	"10.1016/j.actatropica.2016.09.015"	"3"	"Journal"	"ar"	"Article"	"21288"	"0"	"FALSE"	"224"	"164"	NA	NA	"27647573"	"S0001706X16301553"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84976628593"	"SCOPUS_ID:84976628593"	"2-s2.0-84976628593"	"The behavior of the estuarine dolphin (Sotalia guianensis, van Bénéden, 1864) according to fishermen from different fishing environments"	"Manzan M."	"Ocean and Coastal Management"	"09645691"	NA	"229-238"	"2016-10-01"	"1 October 2016"	"10.1016/j.ocecoaman.2016.06.011"	"3"	"Journal"	"ar"	"Article"	"28333"	"0"	"FALSE"	"225"	"130"	NA	NA	NA	"S096456911630120X"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84992650971"	"SCOPUS_ID:84992650971"	"2-s2.0-84992650971"	"Monthly distribution of phlebotomine sand flies, and biotic and abiotic factors related to their abundance, in an urban area to which visceral leishmaniasis is endemic in Corumbá, Brazil"	"De Oliveira E."	"PLoS ONE"	NA	"19326203"	NA	"2016-10-01"	"October 2016"	"10.1371/journal.pone.0165155"	"4"	"Journal"	"ar"	"Article"	"10600153309"	"1"	"TRUE"	"226"	"11"	"10"	"e0165155"	"27783667"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84959900411"	"SCOPUS_ID:84959900411"	"2-s2.0-84959900411"	"Environmental education as a social mobilization strategy to face water scarcity"	"Piccoli A."	"Ciencia e Saude Coletiva"	"14138123"	"16784561"	"797-808"	"2016-03-01"	"March 2016"	"10.1590/1413-81232015213.26852015"	"4"	"Journal"	"ar"	"Article"	"4700151729"	"1"	"TRUE"	"227"	"21"	"3"	NA	"26960092"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84987723792"	"SCOPUS_ID:84987723792"	"2-s2.0-84987723792"	"Sturgeon bank, Fraser River Delta, BC, Canada: 150 years of human influences on salt marsh sedimentation"	"Scudelari A."	"Journal of Coastal Research"	"07490208"	"15515036"	"815-819"	"2016-03-01"	"1 March 2016"	"10.2112/SI75-164.1"	"0"	"Journal"	"cp"	"Conference Paper"	"27374"	"0"	"FALSE"	"228"	"1"	"75"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84990841971"	"SCOPUS_ID:84990841971"	"2-s2.0-84990841971"	"Ponta Negra Beach, Natal, Brazil: A Roll and Rock Story"	"Scudelari A."	"Journal of Coastal Research"	"07490208"	"15515036"	"815-819"	"2016-03-01"	"1 March 2016"	"10.2112/SI75-164.1"	"1"	"Journal"	"ar"	"Article"	"27374"	"0"	"FALSE"	"229"	"75"	"sp1"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84987715190"	"SCOPUS_ID:84987715190"	"2-s2.0-84987715190"	"Water quality during the recreational high season for a macrotidal beach (Ajuruteua, Pará, Brazil)"	"Pessoa R."	"Journal of Coastal Research"	"07490208"	"15515036"	"1222-1226"	"2016-03-01"	"1 March 2016"	"10.2112/SI75-245.1"	"3"	"Journal"	"cp"	"Conference Paper"	"27374"	"0"	"FALSE"	"230"	"1"	"75"	NA	NA	NA	NA
